IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41945963,4547298,8,,,,,,14.25,NO,NO,NO,,8.7538,,
41945964,4547301,,,,9,1,,18.75,NO,NO,NO,,,6.508,
41945965,4547303,12,,,,,,14.25,NO,NO,NO,,,,
41945966,4547312,18,4,2,11,2,2,19.6,SI,NO,SI,SI,,33.9341,
41945967,4547319,,,,19,4,5,20.8,NO,SI,SI,SI,,19.7507,
41945968,4547325,14,4,,9,,,18.75,SI,NO,NO,,15.7548,8.2703,
41945969,4547326,40,8,10,,,,11.74,NO,NO,SI,SI,39.3882,,
41945970,4547337,14,,,,,,14.25,SI,SI,SI,SI,21.7963,,99.0258
41945971,4547338,15,1,,12,,,14,NO,NO,SI,SI,7.0582,,
41945972,4547341,,,,8,6,,20,NO,NO,NO,,,10.4123,
41945973,4547342,12,4,2,10,2,2,19.6,NO,NO,SI,SI,6.5149,11.1256,
41945974,4547352,,,,86,4,45,16.1,SI,SI,SI,SI,,17.9067,
41945975,4547353,8,,,,,,15,NO,NO,NO,,,,
41945976,4547354,,,,,,,14.85,NO,NO,NO,,,,
41945977,4547359,,,,,,,,NO,NO,NO,,,,
41945978,4547360,,,,,,,,NO,NO,NO,,,,
41945979,4547361,9,,1,,,,14.25,NO,NO,NO,,,,
41945980,4547363,5,,,,,,14,NO,NO,SI,SI,,,
41945981,4547365,11,,,,,,15,NO,NO,SI,NO,11.665,,
41945982,4547366,5,,,,,,15,NO,NO,NO,,,,
41945983,4547378,8,2,,,,,20,NO,,,,,,
41945984,4547390,,,,,,,,NO,SI,SI,SI,15.6385,,
41945985,4547393,6,,,6,,,18.75,NO,NO,NO,,,,
41945986,4547398,20,4,,,,,18.75,NO,NO,NO,,19.1305,,
41945987,4547399,,,,,,,,NO,NO,SI,SI,,,
41945988,4547403,6,2,,6,2,,18.75,NO,NO,NO,,,4.4208,
41945989,4547409,,,,10,1,3,19.6,NO,SI,SI,SI,,13.2259,61.6967
41945990,4547412,8,,,,,,14.25,NO,NO,NO,,,,
41945991,4547414,12,,,12,2,,19.6,NO,NO,NO,,12.7356,7.3964,
41945992,4547417,8,,,,,,14.25,NO,NO,NO,,,,
41945993,4547419,,,,,,,,,NO,,,,,
41945994,4547427,,,,,,,14.25,NO,NO,SI,SI,,,
41945995,4547434,,,,6,6,6,19.9,NO,NO,NO,,,36.8231,
41945996,4547436,,,,7,1,,19.6,NO,NO,NO,,,,
41945997,4547439,7,1,3,,,,20.4,NO,NO,NO,,19.8517,,
41945998,4547444,17,,,,,,14,NO,NO,SI,SI,8.9768,,
41945999,4547462,,,,13,2,,19.6,NO,NO,NO,,,6.2471,
41946000,4547464,20,4,,22,5,8,18.75,SI,NO,SI,SI,26.1244,27.5931,
41946001,4547466,12,6,4,,,,21,NO,NO,NO,,10.9776,,
41946002,4547470,22,2,5,5,,,21.2,NO,NO,NO,,,,
41946003,4547472,,,,3,2,,19.6,,,,,,,
41946004,4547475,8,,,,,,19.6,NO,NO,NO,,,,
41946005,4547479,,,,19,3,,19.6,NO,NO,NO,,,7.1974,
41946006,4547480,25,1,2,21,2,7,19.5,SI,SI,SI,SI,27.1625,18.8891,
41946007,4547486,16,4,,,,,16,NO,NO,SI,SI,,,
41946008,4547491,26,,,8,,,19.5,SI,SI,SI,SI,52.6056,37.3054,
41946009,4547492,,,,,,,,NO,NO,NO,,,,
41946010,4547496,10,,,,,,15,NO,NO,SI,SI,11.6108,,
41946011,4547510,,,,10,1,,19.6,NO,NO,NO,,,6.0059,
41946012,4547516,,,,3,,,19.5,NO,NO,NO,,,,
41946013,4547521,4,1,,5,1,,19.6,NO,NO,NO,,7.356,,
41946014,4547543,6,,,14,3,,18.75,NO,NO,NO,,4.1146,13.566,
41946015,4547546,,,,8,1,2,20.3,NO,NO,SI,SI,,12.8291,
41946016,4547553,,,,,,,,NO,NO,NO,,,,
41946017,4547560,13,8,4,8,2,4,14.7,SI,NO,SI,SI,,19.0897,
41946018,4547561,26,6,14,,,,19.9,NO,NO,NO,,22.4334,,
41946019,4547564,10,,,,,,15,NO,NO,SI,SI,9.7766,,
41946020,4547568,4,,,,,,14,NO,NO,NO,,4.4965,,
41946021,4547569,,,,11,3,5,20.4,NO,NO,NO,,,,
41946022,4547579,46,3,1,37,1,,11.25,SI,SI,SI,SI,,52.3843,91.2353
41946023,4547582,8,4,5,,,,20.8,NO,NO,NO,,7.1732,,
41946024,4547586,22,3,6,,,,19.5,SI,NO,SI,SI,21.6936,,
41946025,4547587,10,2,4,,,,19.9,SI,SI,SI,SI,9.8672,,
41946026,4547600,5,,,,,,15,NO,NO,NO,,,,
41946027,4547606,13,,,,,,15.65,NO,NO,NO,,14.5558,,
41946028,4547613,,,,,,,,NO,NO,NO,,,25.649,
41946029,4547621,6,,,,,,14.25,NO,NO,NO,,,,
41946030,4547622,7,2,2,20,6,4,20.3,NO,NO,NO,,,,
41946031,4547632,,,,,,,11.25,NO,NO,SI,SI,,,
41946032,4547634,,,,,,,,NO,NO,NO,,,,
41946033,4547636,26,4,,3,2,,18.75,NO,NO,NO,,38.1995,8.836,
41946034,4547639,,,,,,,14.85,NO,NO,,,,,
41946035,4547641,76,4,,86,4,,18.75,SI,SI,NO,,16.7881,10.2671,
41946036,4547644,35,5,5,21,5,4,14.7,NO,SI,NO,,,,
41946037,4547662,,,,22,4,4,18.75,NO,NO,SI,SI,,22.0629,
41946038,4547664,,,,24,3,6,19.9,NO,NO,NO,,,9.2039,
41946039,4547673,,,,4,1,2,20.4,NO,NO,NO,,,,
41946040,4547676,,,,,,,,,NO,,,,,
41946041,4547678,40,,,20,5,,18.75,NO,NO,NO,,28.0185,,
41946042,4547681,8,,,,,,14.25,NO,NO,NO,,6.5361,,
41946043,4547684,31,4,4,,,,15,NO,NO,SI,SI,12.1034,,
41946044,4547700,6,,,,,,14.25,NO,NO,SI,SI,,,
41946045,4547707,10,1,4,9,1,2,15,SI,NO,SI,SI,16.1547,29.9485,
41946046,4547709,,,,12,3,,19.6,NO,NO,SI,SI,,4.8111,
41946047,4547711,,,,,,,18.25,NO,NO,NO,,6.7561,,
41946048,4547718,,,,20,5,,17.45,NO,NO,NO,,,9.8357,
41946049,4547720,,,,8,9,,18.75,NO,NO,NO,,,9.1134,
41946050,4547726,4,,,7,1,,18.75,NO,,NO,,,99.435,
41946051,4547731,3,,,,,,14.85,NO,NO,,,,,
41946052,4547737,35,7,1,43,13,6,15,NO,NO,NO,,46.4692,,
41946053,4547739,17,,,28,3,,11.25,NO,SI,SI,SI,40.6967,55.6084,
41946054,4547742,,,,20,2,3,18.75,NO,SI,SI,SI,,19.0636,
41946055,4547744,215,,,40,,,19.5,SI,SI,SI,SI,44.8794,98.7098,96.1712
41946056,4547754,15,7,6,,,,20.8,,,,,,,
41946057,4547756,11,,1,11,4,1,18.75,NO,NO,SI,SI,4.996,29.0402,
41946058,4547759,,,,,,,,NO,NO,NO,,,,
41946059,4547762,28,3,9,,,,21.2,NO,NO,NO,,16.4404,,
41946060,4547763,4,,,,,,15,NO,NO,NO,,,,
41946061,4547768,,,,12,,,18.75,NO,NO,NO,,4.8068,,
41946062,4547769,,,,,,,,NO,NO,NO,,,,
41946063,4547776,11,2,,5,1,,18.75,NO,NO,NO,,17.5726,,
41946064,4547792,4,,,,,,18.5,NO,NO,NO,,,,
41946065,4547816,8,2,2,,,,20,,,,,,,
41946066,4547822,9,,,,,,18.75,NO,NO,NO,,10.4623,,
41946067,4547867,,,,20,12,5,19.6,NO,SI,NO,,,,
41946068,4547873,,,,13,5,,19.6,NO,NO,,,,,
41946069,4547877,3,,,26,,3,19.6,NO,NO,NO,,,,
41946070,4547893,,,,28,2,4,15,NO,NO,NO,,,,
41946071,4547907,,,,,,,15,NO,NO,NO,,,,
41946072,4547914,,,,,,,15,NO,NO,NO,,,,
41946073,4547919,,,,,,,15,NO,NO,NO,,,,
41946074,4547958,,,,8,3,,18.75,NO,NO,NO,,,9.9524,
41946075,4547991,66,,,,,,19.59,SI,SI,NO,,37.9363,,
41946076,4547992,,,,,2,,18,NO,NO,NO,,,6.7628,
41946077,4547995,,,,15,2,,21.2,SI,SI,NO,,,22.2059,
41946078,4548004,,,,50,4,2,19.5,NO,SI,NO,,,16.2853,
41946079,4548006,,,,,,,,NO,NO,NO,,,,
41946080,4548008,,,11,,,,19.9,NO,NO,NO,,15.0059,,
41946081,4548009,35,9,9,,,,15.65,NO,NO,NO,,31.6519,,
41946082,4548011,7,,,,,,15,NO,NO,SI,SI,13.376,,
41946083,4548014,,,,10,2,,19.6,NO,NO,SI,SI,,,
41946084,4548032,34,11,3,,,,15,NO,SI,NO,,29.5037,,
41946085,4548039,,,,,,,,NO,NO,NO,,,,
41946086,4548042,,,,34,6,,18.75,SI,NO,NO,,,29.9623,
41946087,4548061,12,2,,10,1,,19.6,NO,NO,NO,,,,
41946088,4548062,,,,,,,,NO,NO,NO,,,,
41946089,4548067,,,,,,,,NO,NO,NO,,,,
41946090,4548069,6,1,3,,,,19.9,NO,NO,NO,,28.5243,,
41946091,4548070,16,,,16,,,19.5,SI,SI,NO,,23.9044,,
41946092,4548074,,,,,,,,NO,NO,NO,,,,
41946093,4548075,,,,,,,,NO,NO,NO,,,,
41946094,4548077,10,6,4,18,2,4,20.4,NO,NO,NO,,,,
41946095,4548082,14,,,,,,14.25,NO,NO,NO,,,,
41946096,4548083,6,,,,,,14.26,NO,NO,NO,,,,
41946097,4548087,12,4,5,,,,20,NO,,,,,,
41946098,4548091,,,,,,,,NO,NO,SI,SI,7.3138,,
41946099,4548107,24,,,,,,14.85,NO,NO,SI,SI,13.1019,,
41946100,4548140,14,3,,9,,,18.75,SI,NO,NO,,13.6846,7.5263,
41946101,4548142,9,2,8,7,8,2,15,NO,NO,NO,,12.7395,28.0404,
41946102,4548144,,,,10,2,,19.6,NO,NO,NO,,,5.7243,
41946103,4548145,,,,22,2,,19.6,NO,NO,NO,,,6.3902,
41946104,4548155,,,,11,3,,19.6,NO,NO,SI,SI,,4.9879,
41946105,4548189,,,,,,,15,NO,NO,NO,,78.6538,,
41946106,4548190,20,,,12,,,19.5,SI,SI,NO,,36.1191,33.3633,
41946107,4548191,6,,,,,,15.65,NO,NO,NO,,7.4961,,
41946108,4548211,,,,17,3,8,20.2,NO,SI,NO,,,19.7227,46.6764
41946109,4548212,15,,,11,2,,18.75,SI,SI,NO,,,11.8665,93.8284
41946110,4548216,,,,35,3,,18.75,NO,NO,SI,SI,,20.9495,
41946111,4548226,12,2,2,,,,20,,,,,,,
41946112,4548240,6,7,1,4,1,,18.75,NO,NO,NO,,,,
41946113,4548241,5,2,,4,1,,19.6,NO,NO,NO,,13.1076,,
41946114,4548242,30,3,13,,,,19.9,SI,NO,NO,,21.1367,,
41946115,4548243,10,,5,,,,19.9,SI,NO,NO,,16.1499,,
41946116,4548257,8,,,,,,15,,,,,,,
41946117,4548259,58,4,,17,2,,15,SI,SI,NO,,43.2002,41.7471,
41946118,4548263,10,,,,,,15,NO,NO,SI,SI,10.6229,,
41946119,4548267,46,6,46,,,,15,SI,SI,NO,,45.3137,,
41946120,4548271,8,1,2,,,,17.9,NO,NO,NO,,,,
41946121,4548279,,,,15,,,16.4,SI,NO,NO,,,20.1696,
41946122,4548288,14,7,4,9,2,4,19.6,NO,NO,NO,,20.7348,31.7839,
41946123,4548289,4,,,,,,15.35,NO,,,,,,
41946124,4548291,20,2,4,15,3,5,19.5,NO,NO,NO,,50.8757,79.4538,
41946125,4548294,30,1,6,23,30,16,28,NO,NO,NO,,,,
41946126,4548297,16,1,2,35,2,5,19.6,NO,NO,NO,,14.0819,75.0849,
41946127,4548300,,,,,,,19,NO,SI,NO,,8.4931,12.7872,
41946128,4548306,10,2,,8,3,,18.75,NO,NO,NO,,10.5343,10.9729,
41946129,4548309,26,7,9,12,,3,19.5,NO,SI,,,24.4066,43.5986,
41946130,4548310,,,,12,2,,18.75,,,,,,,
41946131,4548324,10,,,,,,18.75,NO,NO,NO,,8.7047,,
41946132,4548325,,,,10,,,19.6,,,NO,,24.7942,20.2437,
41946133,4548326,,,,,,,14.25,NO,NO,NO,,25.6245,,
41946134,4548336,8,,,,,,14.28,,,,,,,
41946135,4548342,7,,,12,,,19.6,NO,SI,NO,,18.4615,,
41946136,4548348,36,4,3,36,6,8,19.6,NO,NO,NO,,,17.3358,
41946137,4548360,,,,20,3,3,19.6,NO,NO,NO,,,,
41946138,4548368,,,,8,4,,19.6,NO,NO,NO,,,4.8507,
41946139,4548378,36,4,6,18,4,,19.6,,SI,,,,,
41946140,4548381,,,,,,,,NO,NO,NO,,16.0172,,
41946141,4548393,18,6,6,,,,15,NO,NO,NO,,16.7102,,
41946142,4548396,11,2,,5,1,,18.75,NO,NO,NO,,14.5087,,
41946143,4548398,,,,6,,2,21.7,NO,NO,NO,,,4.6174,
41946144,4548401,6,,,,,,18,NO,NO,NO,,,,
41946145,4548403,,,,21,3,,18.75,SI,NO,NO,,,9.0519,
41946146,4548408,20,4,,10,1,,19.6,NO,NO,NO,,,3.703,
41946147,4548410,21,,6,,,,15,NO,NO,NO,,23.0685,,
41946148,4548411,9,2,,,,,14,NO,NO,SI,SI,5.7374,,
41946149,4548414,20,,,,,,19.5,SI,SI,NO,,13.2573,,
41946150,4548415,8,,,14,,,19.5,NO,NO,NO,,9.9041,45.3074,
41946151,4548427,12,3,2,5,,,20,NO,NO,NO,,13.5902,3.3284,
41946152,4548432,,,,76,4,45,16.1,SI,SI,NO,,,20.072,
41946153,4548435,18,8,9,,,,20.8,NO,NO,NO,,13.5478,,
41946154,4548447,19,4,4,6,2,4,18.75,SI,NO,NO,,,,
41946155,4548457,16,2,3,,,,19.5,NO,NO,NO,,,,
41946156,4548461,16,,,,,,14,NO,NO,SI,SI,7.4148,,
41946157,4548462,14,3,,6,3,,15,NO,NO,NO,,,,
41946158,4548465,5,11,4,,,,18.75,NO,NO,NO,,15.6374,,
41946159,4548467,,,,9,9,2,18.75,NO,NO,NO,,,30.907,
41946160,4548470,7,,,,,,14.25,NO,NO,NO,,6.4425,,
41946161,4548483,10,,,,,,15,NO,NO,NO,,,,
41946162,4548487,17,2,2,14,,2,19.6,NO,NO,NO,,10.5224,31.9361,
41946163,4548498,1,,,,,,14,,,,,,,
41946164,4548504,1,,,,,,14.25,NO,NO,SI,SI,,,
41946165,4548507,8,,5,,,,19.3,NO,NO,NO,,17.7442,,
41946166,4548509,2,,,,,,18,NO,NO,NO,,,,
41946167,4548514,,,,4,1,,19.6,NO,NO,NO,,,7.7153,
41946168,4548519,14,4,4,,,,20,SI,NO,NO,,13.5139,,
41946169,4548520,3,,,,,,15,NO,NO,NO,,,,
41946170,4548524,12,2,,,,,14,NO,NO,NO,,7.6496,,
41946171,4548525,14,1,1,16,2,3,20.1,NO,NO,NO,,14.6241,12.4412,
41946172,4548526,7,,,,,,15,NO,NO,SI,SI,,,
41946173,4548540,2,,,,,,19.6,NO,NO,NO,,4.4672,,
41946174,4548541,6,,,,,,15.65,,,,,,,
41946175,4548558,33,4,4,,,,15,NO,NO,NO,,16.0648,,
41946176,4548571,,,,,,,,NO,NO,NO,,10.4729,,
41946177,4548576,14,2,1,5,1,2,21.7,NO,NO,NO,,6.8298,15.7014,
41946178,4548579,23,4,2,11,2,2,19.6,SI,NO,NO,,14.7103,28.8763,
41946179,4548581,4,1,,9,1,,19.6,NO,NO,NO,,2.7826,6.4411,
41946180,4548585,7,1,,,,,14,NO,NO,SI,SI,11.3529,,
41946181,4548587,,,,9,1,,18.75,NO,NO,NO,,,6.2966,
41946182,4548600,9,,,,,,15.65,NO,NO,NO,,,,
41946183,4548603,141,17,76,,,,19.5,NO,NO,NO,,,,
41946184,4548610,21,3,,13,,,19.5,NO,NO,SI,SI,9.1713,18.8074,
41946185,4548614,,40,12,,,,15,SI,NO,NO,,32.1107,,
41946186,4548620,,,,,,,,NO,NO,NO,,83.6842,,
41946187,4548629,,,,11,2,3,20.8,NO,SI,NO,,2.7957,,
41946188,4548632,25,,,,,,18.75,NO,NO,NO,,97.3895,,
41946189,4548636,,,,17,2,,18.75,NO,NO,NO,,,,
41946190,4548639,40,32,8,,,,21,NO,SI,NO,,79.4637,,
41946191,4548648,26,,,30,,,19.5,SI,SI,NO,,50.4169,39.3738,
41946192,4548650,4,,,,,,15,SI,NO,NO,,6.8496,,
41946193,4548656,30,,,54,,,19.5,NO,SI,NO,,23.0384,27.686,
41946194,4548659,,,,,,,,NO,NO,NO,,15.9775,,
41946195,4548662,7,,,,,,14.25,NO,NO,NO,,,,
41946196,4548665,8,,,,,,15,NO,NO,SI,SI,14.1467,,
41946197,4548675,37,2,5,23,3,4,19.6,NO,SI,NO,,,,
41946198,4548699,20,,,,,,19.5,NO,SI,NO,,21.068,,
41946199,4548704,,,,10,4,4,20.4,NO,NO,NO,,,6.675,
41946200,4548705,10,4,3,,,,20.8,,,,,,,
41946201,4548708,,,,,,,,NO,NO,NO,,,,
41946202,4548716,102,40,,,,,19.5,SI,SI,NO,,60.1835,99.1863,99.4094
41946203,4548719,,,,,,,,NO,NO,NO,,,,
41946204,4548723,8,2,3,,,,20.4,NO,NO,NO,,21.9657,,
41946205,4548728,10,,,,,,15,NO,NO,SI,SI,,,
41946206,4548735,,,,,,,,NO,NO,NO,,,6.819,
41946207,4548738,5,,,,,,15,,,,,,,
41946208,4548740,32,,,,,,19.5,NO,SI,NO,,28.7246,,39.4396
41946209,4548741,7,1,,,,,19.6,NO,NO,NO,,7.1998,,
41946210,4548744,10,2,2,,,,20,SI,NO,NO,,10.8127,,
41946211,4548750,10,1,,12,1,,19.6,SI,NO,NO,,15.7559,13.0321,
41946212,4548751,,,,25,5,,18.8,NO,NO,NO,,,19.5317,
41946213,4548753,,,,15,7,,18,NO,NO,NO,,,21.3939,
41946214,4548757,,,,11,12,,18.75,NO,NO,SI,SI,,11.187,
41946215,4548759,120,18,12,,,,19.85,NO,SI,NO,,,,
41946216,4548760,,,,9,,,19.6,NO,NO,NO,,7.4375,,
41946217,4548762,4,,,,,,14,NO,SI,NO,,3.6601,,
41946218,4548763,12,,,,,,15.65,NO,NO,NO,,,,
41946219,4548764,5,1,,,,,18.75,NO,NO,NO,,,,
41946220,4548776,30,12,,30,4,,18.75,NO,NO,NO,,40.4123,15.4338,
41946221,4548789,,,,10,2,,18.75,NO,NO,NO,,,5.271,
41946222,4548790,20,,,20,3,,18.75,NO,NO,NO,,17.5742,,
41946223,4548791,3,,,,,,15,NO,NO,NO,,13.0377,,
41946224,4548792,2,,1,,,,17.9,NO,NO,NO,,7.8355,,
41946225,4548803,18,,,,,,15,SI,NO,NO,,,,
41946226,4548805,12,2,6,8,1,4,20.8,,,,,,,
41946227,4548813,,,,6,2,,18.75,NO,NO,NO,,3.3131,,
41946228,4548815,12,,4,8,2,1,15,SI,NO,NO,,18.3571,36.6491,
41946229,4548816,,,,,,,,NO,NO,NO,,,,
41946230,4548826,,,,10,1,,19.6,,,NO,,21.4131,20.8333,
41946231,4548833,30,2,5,,,,19.9,SI,NO,NO,,8.4323,,
41946232,4548837,12,,,,,,15.65,NO,NO,SI,SI,7.3246,,
41946233,4548845,,,,33,,,18.75,NO,NO,NO,,,,
41946234,4548848,17,,,29,2,,15,NO,SI,NO,,34.384,59.391,
41946235,4548861,14,,,,,,15,NO,NO,SI,SI,10.7239,,
41946236,4548864,56,,,,,,19.5,NO,NO,NO,,35.051,,
41946237,4548867,15,,,,,,14.25,SI,NO,SI,SI,11.7493,,
41946238,4548883,9,5,5,,,,18.75,NO,NO,NO,,30.4183,,
41946239,4548884,15,,,,,,18.75,SI,NO,SI,SI,14.8589,,
41946240,4548890,,,,,2,,18.75,,NO,NO,,,,
41946241,4548896,41,6,1,36,,,15,SI,SI,NO,,47.7397,,85.5935
41946242,4548901,11,2,,8,1,,19.6,SI,NO,NO,,8.7355,6.1941,
41946243,4548912,5,,,,,,15.65,NO,NO,NO,,21.5808,,
41946244,4548913,,,,24,2,6,19.9,NO,NO,NO,,12.8143,13.5847,
41946245,4548914,,,,10,1,,18.25,NO,NO,NO,,,,
41946246,4548915,36,4,7,,,,19.5,NO,NO,NO,,,,
41946247,4548919,18,2,,,,,19.6,NO,NO,NO,,,,
41946248,4548926,12,,,,,,15,SI,NO,SI,SI,10.8516,,
41946249,4548945,9,,,,,,15,,NO,NO,,9.3984,,
41946250,4548949,,,,,7,,16.4,NO,NO,NO,,14.9919,,
41946251,4548950,12,,12,11,3,3,19.9,NO,SI,,,,,
41946252,4548951,11,,,,,,15.65,NO,NO,NO,,,,
41946253,4548956,,,,,,,,NO,NO,NO,,,,
41946254,4548966,5,,,10,2,,19.6,NO,NO,NO,,,,
41946255,4548967,,,,20,2,3,18.75,NO,SI,NO,,,23.9703,
41946256,4548968,10,,,,,,15,,NO,NO,,7.7785,,
41946257,4548974,155,2,54,30,2,2,19.85,NO,SI,NO,,40.6139,24.981,
41946258,4548979,,,,,,,,NO,NO,NO,,,,
41946259,4548983,,,,,,,,NO,NO,NO,,,,
41946260,4548984,3,,,,,,14.25,NO,NO,NO,,,,
41946261,4548987,10,,,,,,15,NO,NO,NO,,,,
41946262,4549005,19,,,,,,19.5,NO,NO,NO,,,,
41946263,4549008,215,,,36,,,19.5,SI,SI,NO,,45.0135,82.9564,99.9613
41946264,4549010,4,,,,,,14.85,NO,NO,NO,,,,
41946265,4549039,3,2,,5,,,19.6,NO,NO,NO,,,,
41946266,4549045,,,,,,,15,NO,NO,NO,,,,
41946267,4549049,,,,16,2,,18.75,NO,NO,NO,,,28.1012,
41946268,4549056,10,,,,,,18.75,NO,NO,SI,SI,11.3037,,
41946269,4549063,10,2,4,2,,12,17.1,NO,,,,,,
41946270,4549066,6,2,2,,,,20,NO,,,,,,
41946271,4549069,30,,6,,,,19.6,NO,,,,,,
41946272,4549091,8,,,8,,2,15,NO,NO,NO,,3.6562,5.5693,
41946273,4549093,11,,,,,,15,NO,NO,SI,SI,7.0749,,
41946274,4549100,,,,,,,,NO,NO,NO,,,,
41946275,4549104,,,,12,3,,18.75,NO,NO,NO,,,,
41946276,4549119,17,1,17,,,,19.5,NO,SI,,,,,
41946277,4549126,6,,,,,,15,SI,NO,NO,,,,
41946278,4549127,,,,27,3,,18.75,SI,NO,NO,,,14.6158,
41946279,4549128,15,8,6,,,,19.9,NO,NO,NO,,18.5562,,
41946280,4549138,,,,12,,,18.75,NO,NO,NO,,,6.0912,
41946281,4549139,22,6,2,14,20,,14.25,NO,SI,NO,,23.8011,,
41946282,4549141,,,,12,2,,19.6,NO,NO,NO,,,4.1322,
41946283,4549152,8,,,,,,15,SI,NO,SI,SI,,,
41946284,4549158,15,3,4,1,,4,19.6,NO,NO,NO,,15.4497,11.9734,
41946285,4549159,16,3,,12,1,,19.6,NO,NO,NO,,12.6376,7.4842,
41946286,4549178,,,,,,,,NO,NO,NO,,,,
41946287,4549184,3,,,,,,14.25,NO,NO,SI,SI,,,
41946288,4549189,,,,4,,,17.5,NO,NO,NO,,,11.9054,
41946289,4549191,8,2,,5,1,,19.6,SI,NO,NO,,7.9321,,
41946290,4549209,,,,7,1,,18.75,NO,NO,NO,,,10.2841,
41946291,4549211,15,,,,,,14.25,SI,NO,SI,SI,,,
41946292,4549215,27,6,2,13,3,1,19.6,NO,NO,NO,,,21.7618,
41946293,4549222,22,2,,,,,14,NO,NO,NO,,15.6068,,
41946294,4549235,4,,,,,,19.6,NO,NO,NO,,9.2604,,
41946295,4549244,28,4,,9,,,15,SI,NO,NO,,,,
41946296,4549253,18,,,16,,,19.5,SI,SI,NO,,7.2681,14.6864,
41946297,4549260,8,1,,10,,,19.6,NO,NO,NO,,7.6098,5.018,
41946298,4549262,,,,,6,,17,NO,NO,NO,,,4.7592,
41946299,4549264,,,,8,2,,19.68,NO,NO,NO,,,9.3009,
41946300,4549266,6,7,2,10,2,2,19.6,SI,NO,NO,,11.1836,15.9412,
41946301,4549269,,,,,,,19.5,NO,NO,NO,,,,
41946302,4549276,,,,39,3,,18.75,SI,NO,NO,,,23.0244,
41946303,4549280,24,5,12,,,,15,NO,NO,NO,,26.9611,,
41946304,4549284,5,,,,,,14.25,NO,NO,SI,SI,5.7409,,
41946305,4549285,7,,,,,,15,SI,NO,NO,,,,
41946306,4549307,5,,,,,,14.25,NO,NO,NO,,24.332,,
41946307,4549310,,,,,,,,NO,NO,NO,,,26.2416,
41946308,4549314,16,,,,,,14,NO,NO,SI,SI,6.2321,,
41946309,4549319,,,,,,,18,NO,NO,NO,,,,
41946310,4549327,12,2,,,,,14,,,,,,,
41946311,4549332,3,1,,6,,,18.75,NO,SI,NO,,5.6944,,
41946312,4549334,33,,,,,,19.5,NO,SI,NO,,46.2814,,
41946313,4549335,7,,,,,,14.25,NO,NO,SI,SI,,,
41946314,4549342,52,10,,20,4,4,19.6,SI,NO,NO,,,25.4854,
41946315,4549344,,,,10,,,18.75,NO,NO,NO,,,52.8497,
41946316,4549345,10,2,,,,,14,NO,NO,NO,,9.6066,,
41946317,4549350,12,2,,,,,15.5,NO,NO,NO,,,,
41946318,4549358,6,,,,,,15,SI,NO,NO,,,,
41946319,4549362,,,,12,2,,19.6,NO,NO,NO,,,,
41946320,4549363,24,,9,,,,19.6,NO,NO,NO,,11.7045,,
41946321,4549371,,,,,,,19.6,NO,NO,NO,,13.0148,,
41946322,4549378,33,38,6,15,17,2,20,SI,NO,NO,,,,
41946323,4549379,16,29,2,12,14,2,19.5,SI,NO,NO,,,,
41946324,4549389,,,,15,1,2,19.9,NO,NO,NO,,,,
41946325,4549391,5,,,,,,20,NO,NO,NO,,7.3544,,
41946326,4549400,,,,,6,5,15,NO,NO,SI,SI,,,
41946327,4549401,,,,20,2,,18.75,NO,NO,NO,,13.2767,14.2051,
41946328,4549412,55,2,,,,,15,SI,NO,NO,,36.8058,,
41946329,4549419,20,19,7,,40,2,14.25,NO,NO,NO,,44.5512,,
41946330,4549424,20,,,20,20,,19.6,NO,NO,NO,,7.1766,,
41946331,4549426,27,3,,,,,18.76,NO,NO,NO,,,,
41946332,4549428,6,2,,,,,14,NO,SI,SI,SI,9.4765,,
41946333,4549436,15,2,,,,,20,SI,NO,NO,,14.1735,,
41946334,4549446,,,,14,2,,18.75,SI,NO,NO,,,7.5087,
41946335,4549452,6,,,,,,15,NO,NO,SI,SI,8.0155,,
41946336,4549468,1,,,,,,15,NO,NO,NO,,,,
41946337,4549474,,,,14,,,20.4,NO,NO,NO,,,9.6128,
41946338,4549477,15,,,,,,14.25,NO,NO,NO,,18.9163,,
41946339,4549480,14,3,,,,,14,NO,NO,SI,SI,5.3062,,
41946340,4549494,,,,13,,,19.6,NO,NO,NO,,,,
41946341,4549499,,,,,,,19.6,NO,NO,NO,,,,
41946342,4549501,,,,8,3,,19.6,NO,NO,NO,,,,
41946343,4549504,24,2,,,2,,18.75,NO,NO,NO,,35.4435,,
41946344,4549508,110,8,,60,3,,18.75,NO,NO,NO,,24.2133,30.4441,
41946345,4549520,11,4,15,14,10,8,15,NO,NO,NO,,29.357,,
41946346,4549526,56,4,,66,4,,18.75,SI,SI,NO,,15.862,11.2508,
41946347,4549527,15,2,,,,,14,NO,NO,NO,,10.7482,,
41946348,4549540,3,,,,,,17.45,NO,NO,NO,,,,
41946349,4549545,5,,,,,,15,NO,,,,,,
41946350,4549546,18,3,10,,,,21.2,NO,NO,NO,,15.2335,,
41946351,4549550,4,10,4,,,,20,NO,NO,NO,,,,
