IDCAPTURA,IDVISITA,FRENTES CORE SECO,FRENTES LIGHT SECO,FRENTES CARBONATADA SECO,FRENTES CORE FRIO,FRENTES LIGHT FRIO,FRENTES CARBONATADA FRIO,PRECIO CORE,MATERIAL POP,EXHIBICION ADICIONAL,PROMOCION,PROMOCION SEÑALIZADA,SOS SECO,SOS FRIO,SOS EXHIBICIONES ADICIONALES
41901271,3655999,21,,,21,,,18.5,SI,NO,SI,SI,,,
41901272,3656000,,,,25,,,20.5,NO,NO,NO,,,46.7952,
41901273,3656002,24,,,,,,18.5,SI,NO,NO,,21.832,,
41901274,3656011,,,,12,,,18.75,NO,NO,NO,,,10.8934,
41901275,3656020,12,,,10,,,19.5,NO,NO,NO,,13.2191,26.4404,
41901276,3656028,70,,,,,,19.5,SI,NO,NO,,49.7716,,
41901277,3656036,14,,,,,,19.75,SI,NO,NO,,24.3462,,
41901278,3656037,,,,17,,,18.75,NO,NO,NO,,,27.9134,
41901279,3656045,6,,,7,,,18.2,NO,NO,NO,,4.9555,6.9596,
41901280,3656060,,,,18,,,19.5,NO,NO,NO,,,,
41901281,3656067,9,,,,,,18.5,SI,SI,NO,,31.2826,,
41901282,3656079,,,,9,,,18.2,SI,NO,NO,,,11.0043,
41901283,3656080,,,,46,,,18.75,SI,NO,NO,,,23.6198,
41901284,3656085,6,,,10,,,18.75,SI,NO,NO,,8.7745,12.4017,
41901285,3656089,,,,11,,,18.9,NO,NO,NO,,,10.1776,
41901286,3656090,,,,13,,,18.9,NO,NO,NO,,,11.5758,
41901287,3656091,1,,,3,,,19.35,NO,NO,NO,,,,
41901288,3656094,34,,,,,,19.5,NO,NO,NO,,78.2357,,
41901289,3656095,16,,,,,,19.5,SI,NO,NO,,12.6151,,
41901290,3656105,33,,,,,,19.5,SI,NO,NO,,18.8126,,
41901291,3656110,11,,,,,,19.5,SI,NO,NO,,,,
41901292,3656117,22,,,,,,19.5,NO,NO,SI,SI,40.4189,,
41901293,3656120,,,,60,,,19.9,NO,NO,NO,,20.7243,,
41901294,3656122,,,,21,,,19.5,NO,NO,NO,,,,
41901295,3656124,,,,,,,,NO,NO,NO,,4.0859,,
41901296,3656126,33,,,,,,18.75,NO,NO,NO,,41.7,,
41901297,3656132,8,,,,,,18,NO,NO,NO,,11.3744,,
41901298,3656145,,,,13,,,18.6,SI,NO,NO,,,6.1251,
41901299,3656155,22,,,,,,19.5,NO,NO,NO,,26.8254,,
41901300,3656157,17,,,,,,19.5,SI,NO,NO,,9.649,,
41901301,3656160,10,,,6,,,19.5,NO,NO,NO,,,,
41901302,3656166,,,,11,,,18.75,SI,NO,NO,,,5.4802,
41901303,3656174,,,,7,,,18.9,NO,NO,NO,,,,
41901304,3656182,14,,,20,,,19.5,NO,NO,NO,,11.821,28.0595,
41901305,3656187,,,,,,,,NO,NO,NO,,,,
41901306,3656190,,,,32,,,19.5,NO,NO,NO,,,70.6013,
41901307,3656191,12,,,,,,18.5,SI,NO,SI,SI,8.374,,
41901308,3656193,12,,,12,,,18.75,SI,NO,NO,,15.4271,8.2278,
41901309,3656196,18,,,,,,18.9,SI,NO,NO,,10.1985,,
41901310,3656212,,,,14,,,18.75,NO,NO,NO,,,42.7918,
41901311,3656231,25,,,,,,19.5,NO,NO,NO,,11.1738,,
41901312,3656238,6,,,5,,,18.2,NO,NO,NO,,,,
41901313,3656240,10,,,,,,19.5,SI,NO,NO,,12.4908,,
41901314,3656248,60,,,,,,19.5,SI,NO,NO,,61.1403,,
41901315,3656250,24,,,,,,19.5,SI,NO,NO,,,,
41901316,3656255,30,,,,,,19.5,NO,NO,NO,,,,
41901317,3656258,7,,,2,,,18.75,NO,NO,NO,,,,
41901318,3656263,24,,,,,,19.5,SI,NO,NO,,9.9887,,
41901319,3656264,,,,90,,,16.05,NO,NO,NO,,,61.4012,
41901320,3656272,,,,20,,,18.75,SI,NO,NO,,,22.901,
41901321,3656287,5,,,,,,18.75,NO,NO,NO,,5.5818,,
41901322,3656292,,,,10,,,18.9,NO,NO,NO,,,10.5739,
41901323,3656293,25,,,,,,19.5,SI,NO,NO,,22.2938,,
41901324,3656296,20,,,,,,18.75,NO,NO,NO,,66.5138,,
41901325,3656304,13,,,,,,18.75,NO,NO,NO,,17.9399,,
41901326,3656307,75,,,21,,,19.85,NO,SI,NO,,23.0052,,
41901327,3656312,20,,,,,,19.5,NO,NO,NO,,41.1906,,
41901328,3656320,,,,,,,,NO,NO,NO,,,,
41901329,3656326,8,,,10,,,18.5,SI,NO,SI,SI,12.9275,32.1772,
41901330,3656330,,,,60,,,20.5,SI,SI,SI,SI,,49.6942,78.9856
41901331,3656333,13,,,,,,19.5,NO,NO,NO,,4.294,,
41901332,3656338,25,,,,,,20.5,SI,NO,NO,,14.625,,
41901333,3656341,1,,,,,,19,NO,NO,NO,,,,
41901334,3656346,80,,,,,,19.5,NO,NO,NO,,62.3359,,
41901335,3656348,8,,,,,,20.5,SI,NO,NO,,5.6144,,
41901336,3656357,22,,,12,,,20.5,SI,NO,NO,,,,
41901337,3656364,3,,,6,,,18.75,NO,NO,NO,,,,
41901338,3656368,8,,,7,,,18.75,NO,NO,NO,,6.9008,,
41901339,3656381,,,,,,,,NO,NO,NO,,,,
41901340,3656386,10,,,,,,18,NO,NO,NO,,,,
41901341,3656393,6,,,,,,19.75,SI,NO,NO,,7.998,,
41901342,3656395,64,,,5,,,19.5,NO,NO,NO,,34.6033,,
41901343,3656398,37,,,,,,19.5,NO,NO,NO,,,,
41901344,3656399,8,,,,,,18.9,SI,NO,NO,,12.4682,,
41901345,3656403,19,,,16,,,18.75,NO,NO,NO,,17.5998,,
41901346,3656409,30,,,,,,19.5,NO,NO,NO,,,,
41901347,3656410,11,,,,,,18.75,NO,NO,NO,,,,
41901348,3656412,8,,,7,,,18.75,NO,NO,NO,,7.9802,,
41901349,3656413,9,,,,,,19.5,NO,NO,NO,,10.2223,,
41901350,3656421,8,,,,,,18.75,NO,NO,NO,,7.7644,,
41901351,3656422,30,,,,,,19.5,NO,NO,NO,,,,
41901352,3656423,36,,,,,,18.5,SI,NO,SI,SI,26.7934,,
41901353,3656436,,,,46,,,18.75,SI,NO,NO,,,26.0444,
41901354,3656440,18,,,16,,,20.5,NO,NO,NO,,21.7846,17.2297,
41901355,3656441,40,,,34,,,18.75,NO,NO,NO,,19.6128,21.1065,
41901356,3656450,21,,,26,,,19.5,NO,NO,NO,,19.8055,29.8856,
41901357,3656453,32,,,12,,,20.5,SI,NO,SI,SI,31.807,19.6833,
41901358,3656454,,,,10,,,19.5,NO,NO,NO,,,5.8654,
41901359,3656467,,,,18,,,18.9,NO,NO,NO,,,,
41901360,3656480,66,,,100,,,18.2,SI,NO,NO,,87.706,,
41901361,3656481,17,,,28,,,19.5,SI,NO,NO,,23.4862,46.7259,
41901362,3656488,13,,,10,,,19.75,NO,NO,NO,,13.7581,11.2272,
41901363,3656489,14,,,,,,18.25,NO,NO,NO,,19.5835,,
41901364,3656493,29,,,8,,,19.5,SI,NO,NO,,43.4765,9.5215,
41901365,3656499,10,,,22,,,18.2,NO,SI,NO,,8.2447,,
41901366,3656509,,,,20,,,18.75,NO,NO,NO,,,14.0857,
41901367,3656548,,,,15,,,18.75,NO,NO,NO,,,,
41901368,3656551,,,,15,,,18.75,NO,NO,NO,,,13.9783,
41901369,3656553,48,,,12,,,18.5,SI,NO,NO,,31.0088,,
41901370,3656554,,,,18,,,18.9,NO,NO,NO,,,17.2091,
41901371,3656580,10,,,,,,19.5,SI,NO,NO,,4.386,,
41901372,3656582,,,,40,,,18.75,NO,NO,NO,,,26.4325,
41901373,3656591,5,,,,,,18.5,SI,NO,NO,,5.8868,,
41901374,3656593,20,,,,,,19.5,NO,NO,NO,,62.6189,,
41901375,3656596,31,,,25,,,18.2,SI,NO,NO,,,28.6039,
41901376,3656597,6,,,,,,18.75,SI,NO,NO,,8.3417,,
41901377,3656601,12,,,,,,19.5,NO,NO,NO,,13.296,,
41901378,3656621,,,,43,,,18.9,SI,NO,NO,,,24.5362,
41901379,3656622,,,,8,,,19.5,NO,NO,NO,,,37.1324,
41901380,3656644,22,,,,,,19.5,NO,NO,NO,,18.7064,,
41901381,3656646,40,,,19,,,19.5,NO,NO,NO,,28.9733,9.8254,
41901382,3656662,,,,7,,,18.9,NO,NO,NO,,,,
41901383,3656664,,,,40,,,18.75,SI,NO,NO,,,19.1683,
41901384,3656684,69,,,,,,19.5,NO,NO,NO,,17.7787,,
41901385,3656690,24,,,,,,19.5,SI,NO,NO,,20.7955,,
41901386,3656702,79,,,7,,,19.5,NO,NO,NO,,,,
41901387,3656711,8,,,13,,,18.5,SI,NO,NO,,39.3665,47.5223,
41901388,3656718,4,,,,,,18,NO,NO,NO,,,,
41901389,3656720,7,,,,,,18.75,NO,NO,NO,,16.167,,
41901390,3656722,20,,,,,,18,NO,NO,NO,,14.6937,,
41901391,3656723,24,,,24,,,20.5,NO,NO,NO,,,9.877,
41901392,3656724,18,,,10,,,20.5,NO,NO,NO,,33.2928,5.8054,
41901393,3656726,35,,,15,,,18.75,NO,NO,NO,,32.55,11.7381,
41901394,3656731,,,,10,,,19.5,SI,NO,NO,,,8.6957,
41901395,3656754,17,,,,,,19.5,NO,NO,NO,,13.2908,,
41901396,3656757,21,,,17,,,18.2,NO,NO,NO,,16.5866,10.2673,
41901397,3656764,,,,13,,,18.75,NO,SI,NO,,,10.1787,
41901398,3656765,,,,13,,,18.75,NO,NO,NO,,,8.6957,
41901399,3656783,17,,,,,,19.5,NO,NO,NO,,,,
41901400,3656787,35,,,,,,19.5,SI,NO,NO,,18.8677,,
41901401,3656788,,,,,,,,NO,NO,NO,,,,
41901402,3656792,,,,18,,,18.75,NO,NO,NO,,,5.101,
41901403,3656793,13,,,,,,18.75,NO,NO,NO,,9.89,,
41901404,3656796,16,,,,,,18.75,NO,NO,NO,,65.1698,,
41901405,3656797,52,,,,,,19.5,SI,NO,NO,,49.0494,,
41901406,3656802,40,,,,,,20.5,SI,NO,NO,,24.1721,,
41901407,3656804,14,,,,,,18.75,SI,NO,NO,,48.5986,,
41901408,3656805,11,,,14,,,18.9,NO,NO,NO,,12.904,10.0015,
41901409,3656807,17,,,9,,,19.5,SI,NO,NO,,23.1258,22.9045,
41901410,3656817,6,,,28,,,19.5,NO,NO,NO,,3.585,17.0213,
41901411,3656818,52,,,,,,19.5,SI,SI,NO,,23.9621,,99.2721
41901412,3656819,8,,,,,,19.5,SI,NO,NO,,10.6823,,
41901413,3656826,12,,,12,,,19.5,NO,NO,NO,,29.9338,25.54,
41901414,3656829,,,,18,,,17.9,SI,NO,NO,,,20.4837,
41901415,3656838,10,,,,,,19.5,NO,SI,NO,,12.9898,,
41901416,3656848,27,,,,,,18.75,NO,NO,NO,,19.6826,,
41901417,3656854,100,,,100,,,19.5,NO,NO,NO,,,,
41901418,3656866,13,,,,,,19.5,NO,NO,NO,,21.0626,,
41901419,3656871,,,,15,,,20.5,SI,NO,NO,,,16.6354,
41901420,3656874,8,,,,,,18.5,NO,NO,NO,,17.4575,,
41901421,3656875,,,,,,,,SI,NO,NO,,,7.7542,
41901422,3656880,14,,,,,,18.5,SI,SI,NO,,6.6107,,
41901423,3656882,30,,,,,,19.5,NO,SI,NO,,,,
41901424,3656883,,,,,,,,SI,NO,,,,,
41901425,3656893,,,,40,,,20.5,SI,NO,NO,,,30.8226,
41901426,3656900,15,,,,,,18.75,SI,NO,NO,,12.4744,,
41901427,3656902,,,,12,,,18.75,NO,NO,NO,,,,
41901428,3656904,,,,13,,,19.5,NO,SI,NO,,,26.5426,
41901429,3656912,21,,,16,,,19.5,SI,NO,NO,,28.5443,98.5507,
41901430,3656913,,,,22,,,18.75,SI,NO,NO,,,18.9722,
41901431,3656919,9,,,,,,18.5,NO,NO,NO,,16.339,,
41901432,3656921,12,,,,,,19.5,NO,SI,NO,,56.9172,,
41901433,3656933,60,,,20,,,18.2,SI,NO,SI,SI,70.2181,85.2887,
41901434,3656941,24,,,12,,,20.5,NO,NO,NO,,12.6177,6.5331,
41901435,3656944,23,,,,,,19.5,SI,NO,NO,,14.6683,,
41901436,3656948,,,,18,,,18.9,NO,NO,NO,,,12.8164,
41901437,3656978,4,,,,,,18.9,SI,NO,NO,,7.8113,,
41901438,3656980,24,,,,,,20.5,NO,NO,NO,,16.2786,,
41901439,3656982,9,,,7,,,18.75,NO,NO,NO,,,13.4312,
41901440,3656994,,,,,,,,NO,NO,NO,,,,
41901441,3657001,,,,31,,,19.5,SI,NO,NO,,29.2546,,
41901442,3657005,20,,,6,,,18.9,NO,NO,NO,,4.0076,,
41901443,3657018,70,,,,,,16.05,NO,NO,NO,,73.5442,,
41901444,3657019,17,,,,,,19.5,NO,NO,NO,,11.1506,,
41901445,3657025,,,,13,,,18.9,SI,NO,NO,,,9.1672,
41901446,3657028,15,,,,,,18.75,SI,NO,NO,,17.312,,
41901447,3657031,,,,18,,,18.75,NO,NO,NO,,,,
41901448,3657041,12,,,,,,18.75,NO,NO,NO,,15.3941,,
41901449,3657062,69,,,,,,19.5,NO,NO,NO,,24.1533,,
41901450,3657065,8,,,,,,18.75,NO,NO,NO,,8.6852,,
41901451,3657066,,,,12,,,18.75,SI,NO,NO,,,,
41901452,3657067,,,,10,,,18.9,SI,NO,NO,,,,
41901453,3657073,,,,12,,,19.5,SI,NO,NO,,,10.9484,
41901454,3657079,28,,,,,,19.5,NO,NO,NO,,39.0538,,
41901455,3657082,14,,,,,,18.5,SI,NO,NO,,13.8641,,
41901456,3657084,9,,,14,,,18.5,NO,NO,NO,,19.9081,99.8928,
41901457,3657094,100,,,,,,19.59,NO,NO,NO,,,,
41901458,3657095,,,,15,,,20.5,SI,NO,NO,,,6.227,
41901459,3657106,,,,32,,,20.5,NO,SI,NO,,,33.4924,
41901460,3657109,,,,9,,,18.9,NO,NO,NO,,,9.2562,
41901461,3657117,,,,30,,,19.85,SI,NO,NO,,,41.3519,
41901462,3657119,12,,,,,,19.5,,NO,NO,,,8.2315,
41901463,3657120,,,,26,,,18.9,NO,NO,NO,,,,
41901464,3657130,12,,,,,,19.5,SI,NO,NO,,10.2561,,
41901465,3657131,6,,,9,,,20.5,NO,NO,NO,,,25.4475,
41901466,3657156,100,,,,,,19.85,SI,SI,SI,SI,51.1006,,94.5338
41901467,3657159,16,,,,,,19.5,SI,NO,NO,,21.8806,,
41901468,3657174,10,,,,,,18.2,NO,NO,NO,,,,
41901469,3657180,10,,,,,,18.75,SI,NO,NO,,,,
41901470,3657181,,,,12,,,18.75,SI,NO,NO,,,12.065,
41901471,3657202,,,,,,,,SI,NO,NO,,,,
41901472,3657206,25,,,,,,19.5,NO,NO,NO,,,,
41901473,3657209,9,,,,,,19.5,NO,NO,NO,,6.6818,,
41901474,3657217,7,,,4,,,18.9,SI,NO,NO,,6.5023,,
41901475,3657221,26,,,,,,20,NO,NO,NO,,20.0978,,
41901476,3657224,,,,40,,,19.5,SI,NO,NO,,,22.9117,
41901477,3657229,43,,,,,,20.5,SI,NO,SI,SI,33.1925,,
41901478,3657232,9,,,,,,19.5,NO,NO,NO,,,10.608,
41901479,3657233,6,,,9,,,20.8,NO,NO,NO,,8.2453,,
41901480,3657234,22,,,,,,20,NO,NO,NO,,50.5743,,
41901481,3657243,22,,,,,,19.5,SI,NO,NO,,17.8815,,
41901482,3657244,,,,21,,,18.2,SI,SI,NO,,,12.1212,
41901483,3657252,60,,,23,,,18.5,NO,SI,NO,,37.7879,87.9188,
41901484,3657254,,,,,,,,NO,NO,NO,,45.1227,,
41901485,3657268,43,,,13,,,18.75,SI,NO,NO,,44.2122,47.0913,
41901486,3657273,16,,,15,,,19.75,SI,NO,SI,SI,12.0025,27.2919,
41901487,3657276,90,,,85,,,20.5,NO,NO,NO,,,,
41901488,3657288,8,,,93,,,18.75,NO,NO,NO,,14.4072,,
41901489,3657292,,,,,,,,NO,NO,NO,,,,
41901490,3657298,15,,,12,,,20.5,NO,NO,SI,SI,14.1779,16.6271,
41901491,3657299,6,,,7,,,18.75,NO,NO,NO,,8.2455,4.8074,
41901492,3657306,12,,,9,,,18.9,SI,NO,NO,,9.2728,,
41901493,3657307,,,,20,,,18.75,SI,NO,NO,,,21.983,
41901494,3657308,8,,,9,,,18.75,NO,NO,NO,,14.6376,,
41901495,3657310,30,,,,,,19.5,SI,NO,NO,,36.6335,,
41901496,3657317,8,,,,,,18.75,NO,NO,NO,,15.6568,,
41901497,3657323,19,,,16,,,18.75,SI,SI,NO,,,,
41901498,3657331,5,,,,,,18,NO,NO,NO,,,,
41901499,3657334,,,,,,,,NO,NO,NO,,6.62,,
41901500,3657343,40,,,12,,,20.5,SI,NO,NO,,39.7446,,
41901501,3657344,8,,,,,,18.75,NO,NO,NO,,13.684,,
41901502,3657345,5,,,,,,18.75,SI,NO,NO,,6.6869,,
41901503,3657348,6,,,,,,19.5,NO,NO,NO,,,,
41901504,3657352,,,,27,,,18.75,SI,SI,NO,,,32.0936,
41901505,3657357,,,,60,,,18.75,SI,NO,NO,,,51.4553,
41901506,3657364,23,,,,,,20.5,SI,NO,NO,,15.7206,,
41901507,3657366,,,,11,,,18.75,SI,NO,NO,,,12.35,
41901508,3657370,5,,,,,,18.75,NO,NO,NO,,17.8438,,
41901509,3657371,7,,,13,,,18.75,NO,SI,NO,,5.6162,22.1786,
41901510,3657374,22,,,,,,19.5,SI,NO,NO,,15.0334,,
41901511,3657379,100,,,50,,,18.75,NO,NO,NO,,,,
41901512,3657384,,,,28,,,18.75,SI,NO,NO,,,39.9699,
41901513,3657387,,,,14,,,18.9,NO,NO,NO,,,7.3268,
41901514,3657388,,,,12,,,20.5,NO,NO,NO,,,6.064,
41901515,3657394,30,,,11,,,18.75,NO,NO,NO,,28.9716,,
41901516,3657395,11,,,,,,19.5,NO,NO,SI,SI,,,
41901517,3657396,5,,,1,,,18.2,NO,NO,NO,,,,
41901518,3657398,30,,,11,,,18.75,NO,NO,NO,,27.9356,,
41901519,3657409,19,,,,,,18.2,NO,NO,NO,,,,
41901520,3657423,54,,,39,,,19.5,NO,NO,NO,,,,
41901521,3657463,22,,,18,,,18.9,SI,NO,NO,,,,
41901522,3657476,12,,,,,,18.75,SI,NO,NO,,11.0312,,
41901523,3657482,,,,14,,,18.75,SI,NO,NO,,,,
41901524,3657490,40,,,3,,,18.9,SI,NO,NO,,26.9221,5.1939,
41901525,3657492,10,,,,,,19.5,NO,NO,NO,,26.7258,,
41901526,3657494,30,,,40,,,20.5,NO,NO,NO,,56.3345,35.8328,
41901527,3657498,10,,,,,,18.75,NO,NO,NO,,9.8793,,
41901528,3657507,19,,,6,,,18.9,NO,NO,NO,,26.8237,10.3189,
41901529,3657517,11,,,4,,,19.5,SI,NO,NO,,10.6538,,
41901530,3657519,11,,,,,,19.5,NO,NO,NO,,53.6747,,
41901531,3657521,40,,,34,,,18.75,SI,NO,NO,,27.0562,23.84,
41901532,3657543,,,,24,,,18.75,SI,NO,NO,,,14.1116,
41901533,3657546,20,,,20,,,18.75,SI,NO,NO,,,10.6537,
41901534,3657556,60,,,,,,19.5,SI,NO,NO,,53.6963,,
41901535,3657561,8,,,12,,,18.7,,NO,NO,,,7.3405,
41901536,3657564,20,,,9,,,19.5,SI,NO,NO,,12.6439,24.9711,
41901537,3657567,21,,,4,,,18.9,SI,NO,NO,,35.9126,,
41901538,3657584,,,,20,,,19.5,SI,NO,NO,,,17.7977,
41901539,3657585,,,,30,,,18.9,NO,NO,NO,,,,
41901540,3657590,24,,,9,,,18.75,NO,NO,NO,,11.2028,12.0515,
41901541,3657591,16,,,16,,,18.75,SI,NO,NO,,12.2128,13.8295,
41901542,3657592,30,,,,,,19.5,SI,NO,NO,,17.1429,,
41901543,3657613,40,,,,,,19.5,NO,NO,NO,,14.9703,,
41901544,3657630,30,,,,,,20.5,NO,NO,SI,SI,16.4498,,
41901545,3657637,24,,,,,,19.5,SI,NO,NO,,19.3024,,
41901546,3657639,,,,16,,,18.75,NO,NO,NO,,,50.7721,
41901547,3657653,,,,70,,,16.01,NO,NO,NO,,,80.415,
41901548,3657655,6,,,31,,,19.5,SI,NO,NO,,,,
41901549,3657677,26,,,8,,,20.5,SI,NO,SI,SI,,,
41901550,3657678,15,,,30,,,18.75,NO,NO,NO,,22.6214,68.2966,
41901551,3657681,75,,,21,,,19.85,SI,SI,SI,SI,,23.4923,98.3615
41901552,3657682,8,,,26,,,18.75,NO,NO,NO,,,22.1497,
41901553,3657694,22,,,,,,19.5,SI,NO,NO,,13.5179,,
41901554,3657698,,,,,,,,NO,NO,NO,,,14.3537,
41901555,3657703,41,,,16,,,18.2,SI,SI,NO,,43.5694,,
41901556,3657711,14,,,,,,19.5,NO,NO,NO,,20.0063,,
41901557,3657714,11,,,,,,19,SI,NO,NO,,,,
41901558,3657715,21,,,49,,,18.2,SI,NO,NO,,24.0042,,
41901559,3657717,41,,,9,,,19.5,SI,NO,NO,,17.311,15.7271,
41901560,3657723,20,,,18,,,19.5,SI,NO,NO,,11.0284,,
41901561,3657741,37,,,,,,18.5,SI,NO,NO,,43.3754,,
41901562,3657746,17,,,,,,19.5,SI,NO,NO,,16.6711,,
41901563,3657749,20,,,20,,,19.75,NO,NO,SI,SI,16.3048,20.4323,
41901564,3657755,,,,22,,,18.75,NO,NO,NO,,,,
41901565,3657774,60,,,30,,,18.9,NO,SI,NO,,,,
41901566,3657780,9,,,,,,19.5,SI,NO,NO,,9.2646,,
41901567,3657783,,,,10,,,18.75,NO,NO,NO,,,8.4119,
41901568,3657785,,,,,,,19.5,NO,NO,NO,,,,
41901569,3657787,,,,11,,,18.75,NO,NO,NO,,,8.2732,
41901570,3657788,5,,,10,,,18.9,NO,SI,NO,,,,
41901571,3657789,,,,18,,,18.75,SI,NO,NO,,,,
41901572,3657806,20,,,21,,,19.5,SI,NO,NO,,,,
41901573,3657812,,,,10,,,18.9,NO,NO,NO,,,,
41901574,3657815,40,,,9,,,19.5,NO,SI,NO,,32.4624,,
41901575,3657831,39,,,,,,19.75,SI,NO,NO,,56.2922,,
41901576,3657833,12,,,15,,,19.5,SI,NO,NO,,7.1112,26.2481,
41901577,3657839,40,,,,,,19.5,NO,NO,NO,,43.4665,,
41901578,3657843,10,,,,,,18.75,NO,NO,NO,,,,
41901579,3657846,,,,14,,,20.5,SI,NO,NO,,,19.9572,
41901580,3657852,56,,,54,,,18.75,SI,NO,NO,,37.2251,14.534,
41901581,3657854,99,,,,,,18,NO,NO,NO,,72.7909,,
41901582,3657864,9,,,,,,18.75,SI,NO,NO,,5.9541,,
41901583,3657869,45,,,,,,19.5,SI,NO,NO,,36.5008,,
41901584,3657870,14,,,,,,19.5,NO,NO,NO,,,,
41901585,3657875,24,,,22,,,18.75,SI,NO,NO,,39.1684,17.6947,
41901586,3657888,13,,,7,,,20.5,NO,NO,SI,SI,,,
41901587,3657893,8,,,22,,,18.2,SI,SI,NO,,9.6674,,
41901588,3657896,5,,,47,,,18.75,SI,NO,NO,,6.8914,35.2545,
41901589,3657904,,,,,,,,NO,NO,NO,,,,
41901590,3657906,4,,,4,,,18.5,NO,NO,NO,,14.8922,,
41901591,3657907,17,,,,,,19.5,SI,NO,NO,,,,
41901592,3657909,99,,,,,,19.5,NO,SI,NO,,29.0647,,
41901593,3657921,19,,,8,,,18.75,SI,NO,NO,,18.7317,12.0067,
41901594,3657926,,,,12,,,18.85,NO,NO,NO,,,47.786,
41901595,3657936,,,,46,,,18.75,SI,NO,NO,,,28.6051,
41901596,3657941,10,,,,,,19.5,NO,NO,NO,,12.807,,
41901597,3657946,37,,,21,,,18.75,SI,NO,NO,,,14.847,
41901598,3657951,14,,,,,,18.5,SI,SI,NO,,,,
41901599,3657957,7,,,,,,18.9,SI,NO,NO,,6.4825,,
41901600,3657958,10,,,,,,18.9,SI,NO,NO,,,11.601,
41901601,3657959,,,,22,,,19.5,SI,NO,NO,,,10.4871,
41901602,3657960,24,,,,,,19.5,SI,NO,NO,,13.5149,,
41901603,3657970,5,,,13,,,18.5,NO,NO,NO,,3.2091,6.3643,
41901604,3657975,18,,,20,,,19.5,NO,NO,NO,,11.5861,,
41901605,3657977,40,,,,,,19.5,NO,NO,NO,,35.0174,,
41901606,3657979,,,,,,,18,NO,NO,NO,,,,
41901607,3657981,,,,7,,,18.9,NO,NO,NO,,,,
41901608,3657988,12,,,,,,18.9,SI,NO,NO,,,6.1674,
41901609,3657991,12,,,19,,,20.5,NO,NO,NO,,15.491,,
41901610,3657994,10,,,,,,18.75,NO,NO,NO,,32.0248,,
41901611,3657995,8,,,,,,19,NO,NO,NO,,,,
41901612,3657998,58,,,14,,,18.75,NO,NO,NO,,47.8864,,
41901613,3658006,12,,,9,,,18.9,SI,NO,NO,,12.228,,
41901614,3658020,,,,12,,,19.5,NO,NO,NO,,,,
41901615,3658035,,,,19,,,20,SI,SI,NO,,,,
41901616,3658036,10,,,,,,18.72,NO,NO,NO,,12.7938,,
41901617,3658038,,,,25,,,19.5,NO,NO,NO,,,,
41901618,3658043,12,,,,,,19.5,NO,NO,NO,,,,
41901619,3658046,,,,22,,,18.9,NO,NO,NO,,,,
41901620,3658052,,,,,,,,NO,,,,,,
41901621,3658056,8,,,,,,18.72,SI,NO,NO,,13.8889,,
41901622,3658059,40,,,40,,,19.5,NO,NO,NO,,,,
41901623,3658061,,,,50,,,19.5,NO,NO,NO,,,,
41901624,3658091,54,,,41,,,19.5,NO,NO,NO,,,,
41901625,3658117,,,,14,,,19.5,NO,NO,NO,,,,
41901626,3658124,7,,,,,,18.2,NO,,,,,,
41901627,3658149,,,,22,,,19.5,NO,NO,NO,,,,
41901628,3658150,100,,,,,,18.75,NO,NO,NO,,,,
41901629,3658162,50,,,30,,,19.5,NO,NO,NO,,,91.2879,
41901630,3658167,18,,,12,,,19.5,NO,SI,NO,,,,
41901631,3658169,6,,,,,,18.2,NO,NO,NO,,,,
41901632,3658182,,,,26,,,18.9,NO,NO,NO,,,12.4079,
41901633,3658185,,,,28,,,20.5,SI,SI,NO,,,,
41901634,3658194,11,,,,,,20.5,NO,NO,NO,,9.7755,,
41901635,3658195,13,,,,,,18.75,NO,NO,NO,,15.537,,
41901636,3658208,20,,,42,,,19.5,SI,NO,NO,,,,
41901637,3658210,,,,40,,,18.75,SI,NO,NO,,,26.9494,
41901638,3658218,6,,,8,,,18.9,SI,NO,NO,,10.1132,9.3264,
41901639,3658219,60,,,25,,,18.9,NO,SI,NO,,,,
41901640,3658234,7,,,9,,,20.5,NO,NO,NO,,21.6836,21.5125,
41901641,3658237,,,,,,,,NO,NO,NO,,10.3017,,
41901642,3658240,,,,,,,,NO,NO,NO,,,,
41901643,3658244,22,,,,,,19.5,NO,NO,NO,,18.6415,,
41901644,3658250,36,,,,,,19.5,NO,SI,NO,,66.4888,,
41901645,3658256,,,,12,,,19.5,NO,NO,NO,,,62.0089,
41901646,3658271,9,,,7,,,18.2,NO,NO,NO,,9.8391,3.9994,
41901647,3658309,12,,,10,,,18.2,SI,NO,NO,,,13.352,
41901648,3658328,55,,,,,,19.5,SI,SI,NO,,23.3947,,
41901649,3658332,,,,17,,,19.5,SI,NO,NO,,,18.8806,
41901650,3658335,13,,,,,,19.5,SI,NO,NO,,11.1051,,
41901651,3658350,,,,42,,,18.9,SI,NO,NO,,,14.6524,
41901652,3658371,,,,15,,,18.85,SI,NO,NO,,,33.8575,
41901653,3658373,,,,10,,,18.9,NO,NO,NO,,,7.7482,
41901654,3658374,40,,,34,,,18.75,SI,NO,NO,,22.8956,24.2991,
41901655,3658395,9,,,23,,,18.75,NO,SI,NO,,,11.2194,
41901656,3658397,18,,,24,,,18.9,NO,NO,NO,,,,
41901657,3658398,22,,,,,,19.5,NO,NO,NO,,10.7254,,
