IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
37890,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1707,BAE VIVEROS DE ASIS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37891,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3104,BAE ALTAVILLA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37892,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1709,BAE GRIETA ECATEPEC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37893,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3105,BAE BENITO JUAREZ TULTI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37894,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3106,BAE ROMERO RUBIO EGIPTO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37895,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1711,BAE LOS REMEDIOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37896,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3111,BAE HACIENDA EUCALIPTO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37897,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3112,BAE VALLE DE SAN FCO I,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37898,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1722,BAE PARQUE SAN MATEO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37899,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1723,BAE AVENIDA LOS RUISENORE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37900,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1726,BAE ENRIQUE RANGEL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37901,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3120,BAE VILLAS SANTA CRUZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37902,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2394,BAE LA MALINCHE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37903,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2396,BAE LOS HEROES CHALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37904,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2399,BAE BOLONIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37905,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2403,BAE PASEO DE LOS ROBLES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37906,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2404,BAE HACIENDA LAS MARGARIT,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37907,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2405,BAE VALLE TEJEDA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37908,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1730,MM BAE AGRICOLA ORIENTAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37909,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1732,BAE SOLIDARIDAD,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37910,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1733,BAE EXHIBIMEX,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37911,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1734,BAE FERNANDO RAMIREZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37912,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1735,BAE HACIENDA SN PABLO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37913,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2416,BAE SANTA LUCIA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37914,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1737,BAE LA TURBA TLAHUAC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37915,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2417,BAE BOSQUES DE CHAPULTEPE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37916,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1738,BAE LAGUNILLA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37917,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2420,BAE GUADALUPE HIDALGO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37918,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3129,BAE PRIVADA ZAPATA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37919,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1740,BAE RANCHO SN ANTONIO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37920,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3133,BAE 10 DE ABRIL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37921,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1741,BAE SAMUEL SALAZAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37922,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3136,BAE PARQUES DE SANTA CRUZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37923,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3137,BAE PUERTO MAZATLAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37924,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3138,BAE HACIENDA REAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37925,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3139,BAE LA PLAYA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37926,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1744,BAE SAN LUIS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37927,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1748,BAE VIA MORELOS II,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37928,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1751,BAE CAM A LAZARO CARDENAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37929,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1752,BAE SAN JOSE TECOMAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37930,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4148,BAE ALFREDO DEL MAZO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37931,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3156,BAE NIINOS HEROES D CHAP,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37932,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3158,BAE LOURDES SUR 34,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37933,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3159,BAE VALLE DEL NORTE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37934,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3160,BAE ANTIGUO CAMINO A TOLU,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37935,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3161,BAE PABLO MORENO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37936,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3163,BAE 18 DE OCTUBRE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37937,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3164,BAE EL CARMEN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37938,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3165,BAE FRACC SAN MIGUEL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37939,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1771,BAE LA TRINIDAD,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37940,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2437,BAE VISTAS DE TESTITAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37941,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1777,BAE LAGO MICHIGAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37942,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2438,BAE ENCINOS GUADALAJARA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37943,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1779,BAE LAS PALMAS III,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37944,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2439,BAE VALLE DE LA MISERICOR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37945,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2440,BAE ZONA MILITAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37946,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1781,BAE CALACOAYA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37947,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3169,BAE FRANCISCO VILLA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37948,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4171,BAE ABEDULES,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37949,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1782,BAE HEROES ECATEPEC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37950,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2441,BAE ANTONIO BARONA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37951,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3170,BAE ARMADILLO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37952,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2442,BAE HEROES EL PEDREGAL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37953,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3172,BAE AV SAN FERNANDO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37954,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2443,BAE HEROES TIZAYUCA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37955,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4178,BAE DR. VELASCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37956,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1786,BAE PUERTO RICO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37957,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1787,BAE LAS ARMAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37958,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1789,BAE LOS CHOPOS ECATEPEC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37959,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1790,BAE SANTA URSULA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37960,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1796,BAE VILLAS DE CUAUTEPEC,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37961,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1800,BAE EL OLIVO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37962,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1802,BAE CUCEI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37963,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3180,BAE SAN RAFAEL CHAMAPA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37964,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3181,BAE CIRUELOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37965,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4189,BAE CAMINO A SANTA FE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37966,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4190,BAE PASEOS DE EUROPA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37967,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3183,BAE VILLAS DE ALCALA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37968,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3184,BAE LAS HACIENDAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37969,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1805,BAE LA GUADALUPANA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37970,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1806,BAE ORION 2,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37971,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3185,BAE PALACIO ATIZAPAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37972,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1807,BAE BUGAMBILIAS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37973,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1808,BAE JARRITOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37974,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1809,BAE BLVD ACAPULCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37975,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,4192,BAE EJE 8 COACALCO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37976,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3190,BAE PORTALES II,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37977,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1811,BAE HILARIO MARTINEZ,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37978,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1126,BAE LEANDRO VALLE,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37979,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1129,BAE CITARA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37980,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3192,BAE BALCONES D HUENTITLAN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37981,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3193,BAE SAN ISIDRO ESCOBEDO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37982,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1131,BAE COLONIA MIRASOL,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37983,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3202,BAE CUAUHTEMOC II,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37984,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3204,BAE  LAS PLAZAS ZUMPANGO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37985,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3205,BAE NOPALA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37986,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,3209,BAE PROGRESO MTY,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37987,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1827,BAE AV MANZANILLO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37988,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2477,BAE LOS ENCINOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37989,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2478,BAE TOLUCA UNIVERSIDAD,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37990,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2480,BAE COLONIA FOMERREY,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37991,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2481,BAE REAL ALIANZA,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37992,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2484,BAE FRACCIONAMIENTO LA VI,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37993,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2485,BAE PAPAGAYO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37994,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2486,BAE LOMAS DEL CHAPULIN,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37995,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2489,BAE INFONAVIT MORELOS,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37996,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2490,BAE PRADERAS DEL REY,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37997,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1836,BAE CALZADA SAN ISIDRO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37998,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,2493,BAE ESTERO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
37999,AUTOSERVICIOS,GRANDES CADENAS,WALMART,BODEGA AURRERA,1837,BAE TECAMAC CENTRO,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR,SIN ASIGNAR
