IDTIENDA,SEGMENTO,SUBSEGMENTO,GRUPO,CADENA,IDTIENDACADENA,NOMBRE,FORMATO,CLASIFICACION,CIUDAD,ESTADO,AREA NIELSEN,REGION
5425,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,321,CIRCUNVALACION,HIPERMERCADO,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5426,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,44,ZACATECAS,HIPERMERCADO,A,ZACATECAS,ZACATECAS,AREA 2,AREA II  NORTE
5427,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,573,VALLE ALTO,MERCADO,A,CIUDAD VALLES,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5428,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,874,CANCUN LOPEZ PORTILLO,HIPERMERCADO,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5429,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,356,LOS ANGELES,HIPERMERCADO,A,SAN NICOLAS DE LOS GARZA,NUEVO LEON,AREA 2,AREA II  NORTE
5430,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,951,CANCUN  NI-OS HEROES,HIPERMERCADO,AA,CANCUN,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5431,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,619,TARIMBARO,MERCADO,AA,TARIMBARO,MICHOACAN,AREA 3,AREA III  BAJIO
5432,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,406,CUAUTITLAN IZCALLI,HIPERMERCADO,A,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5433,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,622,SAN FRANCISCO DEL RINCON,MERCADO,AA,SAN FRANCISCO DEL RINCON,GUANAJUATO,AREA 3,AREA III  BAJIO
5434,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,672,PLAZA CITADINA,HIPERMERCADO,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5435,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,188,COFRADIAS,HIPERMERCADO,A,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5436,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,141,CD. VALLES,MERCADO,AA,CIUDAD VALLES,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5437,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,683,VIA VALLEJO,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5438,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,678,SANTIAGO TIANGUISTENCO,MERCADO,AA,TIANGUISTENCO,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5439,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,247,PASEO LA JOYA,HIPERMERCADO,AA,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5440,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,160,CD. GUZMAN,MERCADO,AA,CD. GUZMAN,JALISCO,AREA 3,AREA III  BAJIO
5441,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,691,ASTURIAS,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5442,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,880,SAN BARTOLO NAUCALPAN,MERCADO,AA,NAUCALPAN,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5443,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,902,XOCHIMILCO,MERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5444,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,694,PUEBLA CENTRO,HIPERMERCADO,AAA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
5445,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,252,MIYANA,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5446,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,164,CD. AZTECA,MERCADO,AA,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5447,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,910,PLAZA STA URSULA TEXCOCO,MERCADO,AA,TEXCOCO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5448,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,857,MIXCOAC REVOLUCION,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5449,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,329,EL TOREO,HIPERMERCADO,A,MAZATLAN,SINALOA,AREA 1,AREA I  PACIFICO
5450,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,915,LOPEZ PORTILLO,MERCADO,AA,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5451,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,867,PLAZA COACALCO,HIPERMERCADO,AA,COACALCO DE BERRIOZABAL,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5452,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,611,MARTINEZ DE LA TORRE,MERCADO,AA,MARTINEZ DE LA TORRE,VERACRUZ,AREA 6,AREA VI  SURESTE
5453,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,418,CONSULADO,HIPERMERCADO,A,CDMX,CDMX,AREA 5,AREA V  VDM
5454,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,871,PUEBLA PLAZA SAN PEDRO,HIPERMERCADO,AA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
5455,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,922,ACTOPAN,MERCADO,AA,PACHUCA,HIDALGO,AREA 4,AREA IV  CENTRO
5456,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,872,XALAPA,HIPERMERCADO,AA,VERACRUZ,VERACRUZ,AREA 6,AREA VI  SURESTE
5457,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,946,IZTAPALAPA REFORMA,MERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5458,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,524,PERIFERICO DE LA JUVENTUD,HIPERMERCADO,AA,CHIHUAHUA,CHIHUAHUA,AREA 2,AREA II  NORTE
5459,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,963,GALERIAS CHALCO,MERCADO,AA,CHALCO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5460,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,338,RIO TIJUANA,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5461,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,886,PUEBLA ZARAGOZA,HIPERMERCADO,AA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
5462,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,983,CHICONAUTLA,MERCADO,AA,CHICONAUTLA,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5463,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,640,DIAZ ORDAZ,HIPERMERCADO,A,SANTA CATARINA,NUEVO LEON,AREA 2,AREA II  NORTE
5464,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,888,TULYEHUALCO,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5465,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,292,PIRAMIDE,SUPER,A,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5466,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,695,RAFAEL BUELNA,HIPERMERCADO,AA,CULIACAN,SINALOA,AREA 1,AREA I  PACIFICO
5467,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,389,SOLER,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5468,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,889,VALLARTA MARINA,HIPERMERCADO,AA,PUERTO VALLARTA,JALISCO,AREA 3,AREA III  BAJIO
5469,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,324,JUAREZ,SUPER,A,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5470,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,890,TACUBA,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5471,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,375,FLORIDO,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5472,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,860,MULTIPLAZA ALAMEDAS,HIPERMERCADO,AA,ATIZAPAN DE ZARAGOZA,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5473,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,673,PLAZA SERENA,SUPER,AA,ESCOBEDO,NUEVO LEON,AREA 2,AREA II  NORTE
5474,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,891,CUERNAVACA JACARANDAS,HIPERMERCADO,SIN ASIGNAR,CUERNAVACA,MORELOS,AREA 4,AREA IV  CENTRO
5475,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,393,PARROQUIA,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5476,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,894,GUADALAJARA LAS FUENTES,HIPERMERCADO,A,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5477,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,414,PLAZA REAL,SUPER,AA,CIUDAD DEL CARMEN,CAMPECHE,AREA 6,AREA VI  SURESTE
5478,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,905,ACAPULCO VISTA ALEGRE,HIPERMERCADO,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
5479,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,442,COZUMEL,SUPER,A,COZUMEL,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5480,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,892,BOCA DEL RIO VER,HIPERMERCADO,SIN ASIGNAR,BOCA DEL RIO,VERACRUZ,AREA 6,AREA VI  SURESTE
5481,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,16,BUGAMBILIAS,HIPERMERCADO,A,ZAPOPAN,JALISCO,AREA 3,AREA III  BAJIO
5482,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,913,PUEBLA HERMANOS SERDAN,HIPERMERCADO,AA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
5483,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,596,PUERTO PROGRESO,SUPER,AA,PROGRESO,YUCATAN,AREA 6,AREA VI  SURESTE
5484,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,921,CARRANZA MEXICALI,HIPERMERCADO,AA,MEXICALI,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5485,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,105,OAXACA,HIPERMERCADO,AA,OAXACA,OAXACA,AREA 6,AREA VI  SURESTE
5486,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,916,RENACIMIENTO,HIPERMERCADO,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
5487,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,625,METRO ROSARIO,SUPER,A,CDMX,CDMX,AREA 5,AREA V  VDM
5488,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,934,VILLAHERMOSA DEPORTIVA,HIPERMERCADO,AA,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
5489,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,936,SAN LUIS POTOSI LOS PINOS,HIPERMERCADO,SIN ASIGNAR,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5490,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,627,TERAN TERAN,SUPER,A,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5491,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,370,SAN FERNANDO,HIPERMERCADO,A,REYNOSA,TAMAULIPAS,AREA 2,AREA II  NORTE
5492,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,944,TEXCOCO CENTRO,HIPERMERCADO,A,TEXCOCO,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5493,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,649,CONSTITUCION SUPER,SUPER,A,SAN LUIS RIO COLORADO,SONORA,AREA 1,AREA I  PACIFICO
5494,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,938,ECATEPEC CENTRO,HIPERMERCADO,AA,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5495,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,869,ROJO GOMEZ,HIPERMERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5496,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,956,CELAYA LAS FLORES,HIPERMERCADO,AA,CELAYA,GUANAJUATO,AREA 3,AREA III  BAJIO
5497,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,657,CITADINA LAS PUENTES,SUPER,AA,SAN NICOLAS DE LOS GARZA,NUEVO LEON,AREA 2,AREA II  NORTE
5498,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,940,SALAMANCA GALERIAS,HIPERMERCADO,AA,SALAMANCA,GUANAJUATO,AREA 3,AREA III  BAJIO
5499,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,957,LA SELVA,HIPERMERCADO,A,CUERNAVACA,MORELOS,AREA 4,AREA IV  CENTRO
5500,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,950,CONSTITUCION ROSARITO,HIPERMERCADO,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5501,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,927,ACAPULCO COSTA AZUL,SUPER,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
5502,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,883,MORELIA CENTRO,HIPERMERCADO,A,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
5503,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,964,JIUTEPEC,HIPERMERCADO,AA,JIUTEPEC,MORELOS,AREA 4,AREA IV  CENTRO
5504,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,355,CENTLA,EXPRESS,AA,CENTLA,TABASCO,AREA 6,AREA VI  SURESTE
5505,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,898,VILLAS DE LA HACIENDA,HIPERMERCADO,AA,ATIZAPAN DE ZARAGOZA,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5506,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,968,METEPEC,HIPERMERCADO,AA,METEPEC,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5507,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,974,MORELIA INDEPENDENCIA,HIPERMERCADO,AA,MORELIA,MICHOACAN,AREA 3,AREA III  BAJIO
5508,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,912,GRAN PLAZA MERIDA,HIPERMERCADO,AA,MERIDA,YUCATAN,AREA 6,AREA VI  SURESTE
5509,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,438,VALLADOLID,EXPRESS,AA,VALLADOLID,YUCATAN,AREA 6,AREA VI  SURESTE
5510,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,970,ISLA DE COZUMEL,HIPERMERCADO,AA,COZUMEL,QUINTANA ROO,AREA 6,AREA VI  SURESTE
5511,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,979,NUEVA GALICIA,HIPERMERCADO,A,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5512,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,932,PUEBLA ANGELOPOLIS,HIPERMERCADO,AA,SAN ANDRES CHOLULA,PUEBLA,AREA 4,AREA IV  CENTRO
5513,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,440,GRANADA,EXPRESS,AA,COMALCALCO,TABASCO,AREA 6,AREA VI  SURESTE
5514,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,996,CITADINA EL PUEBLITO,HIPERMERCADO,A,QUERETARO,QUERETARO,AREA 4,AREA IV  CENTRO
5515,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,945,PACHUCA COLOSIO,HIPERMERCADO,AA,PACHUCA,HIDALGO,AREA 4,AREA IV  CENTRO
5516,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,982,ACAPULCO DIAMANTE,HIPERMERCADO,AA,ACAPULCO,GUERRERO,AREA 4,AREA IV  CENTRO
5517,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,448,MACULTEPEC,EXPRESS,AA,VILLAHERMOSA,TABASCO,AREA 6,AREA VI  SURESTE
5518,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,954,VALLARTA FLAMINGOS,HIPERMERCADO,AA,PUERTO VALLARTA,JALISCO,AREA 3,AREA III  BAJIO
5519,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,985,CUAUTLA LOS ARCOS,HIPERMERCADO,AA,CUAUTLA,MORELOS,AREA 4,AREA IV  CENTRO
5520,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,450,SAN FELIPE,EXPRESS,A,SAN FELIPE,GUANAJUATO,AREA 3,AREA III  BAJIO
5521,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,171,CUAUTITLAN,MERCADO,AA,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5522,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,989,NUEVO VALLARTA,HIPERMERCADO,AA,BAHIA BANDERAS,NAYARIT,AREA 1,AREA I  PACIFICO
5523,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,457,OXKUTZCAB,EXPRESS,AA,OXKUTZCAB,YUCATAN,AREA 6,AREA VI  SURESTE
5524,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,997,GRAN PATIO TOLUCA,HIPERMERCADO,AA,TOLUCA,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5525,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,205,HUEHEUTOCA,MERCADO,AA,HUEHUETOCA,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5526,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,459,EL ROSARIO,EXPRESS,A,ROSARIO,SINALOA,AREA 1,AREA I  PACIFICO
5527,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,124,NAVOJOA,MERCADO,AA,NAVOJOA,SONORA,AREA 1,AREA I  PACIFICO
5528,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,460,TIZIMIN,EXPRESS,AA,TIZIMIN,YUCATAN,AREA 6,AREA VI  SURESTE
5529,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,165,LA JOYA,MERCADO,A,ECATEPEC DE MORELOS,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5530,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,224,PROVIDENCIA,MERCADO,AA,PUEBLA,PUEBLA,AREA 4,AREA IV  CENTRO
5531,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,130,GUAYMAS,MERCADO,AA,GUAYMAS,SONORA,AREA 1,AREA I  PACIFICO
5532,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,463,CINTALAPA,EXPRESS,A,CINTALAPA,CHIAPAS,AREA 6,AREA VI  SURESTE
5533,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,200,COLIN,MERCADO,AA,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5534,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,136,TUTELAR,MERCADO,AA,PACHUCA DE SOTO,HIDALGO,AREA 4,AREA IV  CENTRO
5535,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,481,CAMPO MILITAR,EXPRESS,AA,APODACA,NUEVO LEON,AREA 2,AREA II  NORTE
5536,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,137,TULA,MERCADO,AA,TULA DE ALLENDE,HIDALGO,AREA 4,AREA IV  CENTRO
5537,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,201,VILLAS,MERCADO,AA,PACHUCA DE SOTO,HIDALGO,AREA 4,AREA IV  CENTRO
5538,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,288,PLAZA DEL VALLE,MERCADO,A,OAXACA,OAXACA,AREA 6,AREA VI  SURESTE
5539,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,485,JEREZ,EXPRESS,A,JEREZ,ZACATECAS,AREA 2,AREA II  NORTE
5540,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,139,LA PAZ SLP,MERCADO,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5541,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,501,CIENEGA DE FLORES,MERCADO,A,CIENEGA DE FLORES,NUEVO LEON,AREA 2,AREA II  NORTE
5542,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,486,IXTLAHUACA,EXPRESS,AA,IXTLAHUACA,ESTADO DE MEXICO,AREA 4,AREA IV  CENTRO
5543,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,148,ZAMORA,MERCADO,AA,ZAMORA,MICHOACAN,AREA 3,AREA III  BAJIO
5544,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,506,VILLA SANTIAGO,MERCADO,A,SANTIAGO,NUEVO LEON,AREA 2,AREA II  NORTE
5545,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,540,CENTRAL SALTILLO,MERCADO,A,SALTILLO,COAHUILA,AREA 2,AREA II  NORTE
5546,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,487,REFORMA,EXPRESS,AA,REFORMA,CHIAPAS,AREA 6,AREA VI  SURESTE
5547,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,539,CASAS GRANDES,MERCADO,A,NUEVO CASAS GRANDES,CHIHUAHUA,AREA 2,AREA II  NORTE
5548,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,488,YAUTEPEC,EXPRESS,SIN ASIGNAR,YAUTEPEC,MORELOS,AREA 4,AREA IV  CENTRO
5549,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,319,BOSQUE GDL,SUPER,AA,GUADALAJARA,JALISCO,AREA 3,AREA III  BAJIO
5550,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,899,CENTER PLAZA ARAGON,MERCADO,AA,ARAGON,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5551,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,167,MAESTROS,MERCADO,AA,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,AREA 5,AREA V  VDM
5552,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,492,LERDO DE TEJADA,EXPRESS,A,LERDO DE TEJADA,VERACRUZ,AREA 6,AREA VI  SURESTE
5553,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,901,CALZADA ZARAGOZA,MERCADO,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5554,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,530,TUXPAN JALISCO,EXPRESS,A,TUXPAN,JALISCO,AREA 3,AREA III  BAJIO
5555,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,493,RIO GRANDE,EXPRESS,A,RIO GRANDE,ZACATECAS,AREA 2,AREA II  NORTE
5556,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,494,SOMBRERETE,EXPRESS,A,SOMBRERETE,ZACATECAS,AREA 2,AREA II  NORTE
5557,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,176,SANTO TOMAS,MERCADO,AA,MATAMOROS,COAHUILA,AREA 2,AREA II  NORTE
5558,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,248,CHAPULTEPEC 1200,SUPER,AA,SAN LUIS POTOSI,SAN LUIS POTOSI,AREA 2,AREA II  NORTE
5559,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,32,JACARANDAS,HIPERMERCADO,AA,IRAPUATO,GUANAJUATO,AREA 3,AREA III  BAJIO
5560,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,496,NARANJOS,EXPRESS,AA,NARANJOS AMATLAN,VERACRUZ,AREA 6,AREA VI  SURESTE
5561,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,290,LOMAS VIRREYES,SUPER,AA,CDMX,CDMX,AREA 5,AREA V  VDM
5562,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,79,URUAPAN,HIPERMERCADO,A,URUAPAN,MICHOACAN,AREA 3,AREA III  BAJIO
5563,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,504,APASEO EL GRANDE,EXPRESS,A,APASEO EL GRANDE,GUANAJUATO,AREA 3,AREA III  BAJIO
5564,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,189,INSURGENTES,MERCADO,AA,MINATITLAN,VERACRUZ,AREA 6,AREA VI  SURESTE
5565,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,378,LA MESA LIMON,SUPER,AA,TIJUANA,BAJA CALIFORNIA,AREA 1,AREA I  PACIFICO
5566,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,85,ZARAGOZA,HIPERMERCADO,A,JUAREZ,CHIHUAHUA,AREA 2,AREA II  NORTE
5567,AUTOSERVICIOS,GRANDES CADENAS,SORIANA,SORIANA,214,TIZAYUCA,MERCADO,A,TIZAYUCA,HIDALGO,AREA 4,AREA IV  CENTRO
